lote,data_inicio,data_fim,tipo_dia,servico,vista,servico_tipo,servico_tecnologia,extensao_ida_km,extensao_volta_km,tempo_ciclo_min,frota_hp,frota_noturna,intervalo_hp_min,frequencia_hp,viagens_ida_dia,viagens_volta_dia,viagens_mes,producao_km_mes,fonte
B2,2028-08-25,,sabado,895,Serrinha - C. Grande,regular,mini,13.376,12.811,130.0,5,0,25.0,2.0,37,37,3100,39804.0,Anexo I.2 p.42
B2,2028-08-25,,sabado,SN821,C. Grande - Corcundinha,noturno,mini,13.032,0.0,46.0,0,1,50.0,1.0,4,0,120,1564.0,Anexo I.2 p.42
B2,2028-08-25,,sabado,SN893,Jardim Palmares - C. Grande,noturno,mini,12.246,14.161,109.0,0,8,15.0,4.0,6,6,360,4753.0,Anexo I.2 p.42
B2,2028-08-25,,sabado,SN895,C. Grande - Serrinha,noturno,mini,23.471,0.0,90.0,0,3,45.0,1.0,6,0,180,4225.0,Anexo I.2 p.42
B2,2028-08-25,,sabado,SD850,C. Grande - João Melo,derivado,mini,13.572,0.0,81.0,4,0,20.0,3.0,50,0,1832,24457.0,Anexo I.2 p.42
B2,2028-08-25,,sabado,SV850,Mendanha - C. Grande,variante,mini,12.732,12.241,155.0,5,0,30.0,2.0,40,40,3588,43790.0,Anexo I.2 p.42
B2,2028-08-25,,domingo,808,Sagrado Coração - C. Grande,regular,mini,16.294,17.696,185.0,7,0,20.0,3.0,44,44,3972,66311.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,821,C. Grande - Corcundinha,regular,mini,13.031,0.0,72.0,4,0,15.0,4.0,67,0,2528,32505.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,822,C. Grande - Corcundinha,regular,mini,13.419,0.0,74.0,4,0,15.0,4.0,65,0,2016,26992.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,824,Jardim Letícia - São Jorge,regular,mini,26.594,0.0,131.0,6,0,18.0,3.0,60,0,1930,51167.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,826,Carobinha - Vilar Carioca,regular,mini,18.581,16.9,149.0,6,0,25.0,2.0,45,45,3768,65697.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,830,Pedregoso - C. Grande,regular,mini,11.299,10.745,120.0,6,0,18.0,3.0,59,59,3880,42560.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,833,Conjunto Manguariba - C. Grande,regular,midi,13.232,13.024,123.0,7,0,20.0,3.0,56,56,4016,52210.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,841,Vilar Carioca - C. Grande,regular,mini,11.076,12.28,139.0,6,0,20.0,3.0,51,51,4096,47195.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,850,Mendanha - C. Grande,regular,mini,11.489,10.912,122.0,5,0,25.0,2.0,48,48,3664,40568.0,Anexo I.2 p.43
B2,2028-08-25,,domingo,860,Cabritos - T. Magarça,regular,basico,21.148,21.897,208.0,11,0,15.0,4.0,72,72,4736,101517.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,869,C. Grande - Santa Margarida,regular,mini,15.78,0.0,90.0,7,0,15.0,4.0,61,0,1960,30834.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,882,Santa Margarida - C. Grande,regular,mini,8.649,10.082,109.0,5,0,18.0,3.0,65,65,4108,38384.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,893,Jardim Palmares - C. Grande,regular,mini,12.246,14.112,111.0,9,0,15.0,4.0,62,62,4408,57611.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,895,Serrinha - C. Grande,regular,mini,13.376,12.811,130.0,5,0,25.0,2.0,37,37,3100,39804.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,SN821,C. Grande - Corcundinha,noturno,mini,13.032,0.0,46.0,0,1,50.0,1.0,4,0,120,1564.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,SN893,Jardim Palmares - C. Grande,noturno,mini,12.246,14.161,109.0,0,8,15.0,4.0,6,6,360,4753.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,SN895,C. Grande - Serrinha,noturno,mini,23.471,0.0,90.0,0,3,45.0,1.0,6,0,180,4225.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,SD850,C. Grande - João Melo,derivado,mini,13.572,0.0,81.0,3,0,25.0,2.0,45,0,1832,24457.0,Anexo I.2 p.44
B2,2028-08-25,,domingo,SV850,Mendanha - C. Grande,variante,mini,12.732,12.241,155.0,4,0,30.0,2.0,40,40,3588,43790.0,Anexo I.2 p.44
A2,2026-08-01,2027-04-30,util,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,226.0,17,0,13.0,5.0,87,87,5052,123938.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,142.0,7,0,20.0,3.0,59,59,3460,45681.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,12,0,15.0,4.0,67,67,3972,86844.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,840,São Fernando - C. Grande,regular,,21.696,22.085,174.0,13,0,14.0,4.0,86,86,4912,106489.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,9,0,20.0,3.0,64,64,3728,75475.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,140.0,8,0,20.0,3.0,55,55,3300,60390.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,10,0,15.0,4.0,77,77,4484,88419.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,7,0,18.0,3.0,64,64,3824,53087.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,4,0,20.0,3.0,58,0,1724,24169.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,16,0,15.0,4.0,76,76,4424,138124.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,3,60.0,1.0,4,4,240,5206.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,util,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,4,60.0,1.0,4,4,224,6953.0,Anexo I.2 p.48
A2,2026-08-01,2027-04-30,sabado,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,226.0,13,0,13.0,5.0,84,84,5052,123938.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,142.0,6,0,20.0,3.0,54,54,3460,45681.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,12,0,15.0,4.0,67,67,3972,86844.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,840,São Fernando - C. Grande,regular,,21.696,22.085,174.0,12,0,15.0,4.0,71,71,4912,106489.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,8,0,20.0,3.0,58,58,3728,75475.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,140.0,7,0,20.0,3.0,53,53,3300,60390.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,9,0,15.0,4.0,70,70,4484,88419.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,7,0,18.0,3.0,64,64,3824,53087.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,4,0,20.0,3.0,58,0,1724,24169.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,16,0,15.0,4.0,72,72,4424,138124.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,3,60.0,1.0,4,4,240,5206.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,sabado,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,3,60.0,1.0,3,3,224,6953.0,Anexo I.2 p.49
A2,2026-08-01,2027-04-30,domingo,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,226.0,14,0,13.0,5.0,69,69,5052,123938.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,142.0,6,0,20.0,3.0,54,54,3460,45681.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,9,0,18.0,3.0,61,61,3972,86844.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,840,São Fernando - C. Grande,regular,,21.696,22.085,174.0,12,0,15.0,4.0,70,70,4912,106489.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,8,0,20.0,3.0,56,56,3728,75475.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,140.0,6,0,20.0,3.0,57,57,3300,60390.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,10,0,15.0,4.0,67,67,4484,88419.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,6,0,20.0,3.0,62,62,3824,53087.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,3,0,20.0,3.0,54,0,1724,24169.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,13,0,15.0,4.0,63,63,4424,138124.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,3,60.0,1.0,4,4,240,5206.0,Anexo I.2 p.50
A2,2026-08-01,2027-04-30,domingo,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,2,60.0,1.0,3,3,224,6953.0,Anexo I.2 p.50
A2,2027-05-01,,util,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,237.0,17,0,13.0,5.0,75,75,4420,108992.0,Anexo I.2 p.53
A2,2027-05-01,,util,807,Jesuítas - T. Curral Falso,regular,,11.83,15.672,130.0,9,0,15.0,4.0,70,70,4104,56088.0,Anexo I.2 p.53
A2,2027-05-01,,util,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,137.0,10,0,15.0,4.0,76,76,4376,57485.0,Anexo I.2 p.53
A2,2027-05-01,,util,811,Santa Cruz - Dist. Industrial,regular,,13.822,14.136,125.0,9,0,15.0,4.0,53,53,2780,37813.0,Anexo I.2 p.53
A2,2027-05-01,,util,813,Manguariba - Santa Veridiana,regular,,17.362,17.313,147.0,10,0,15.0,4.0,66,66,3784,64783.0,Anexo I.2 p.53
A2,2027-05-01,,util,814,Lote 14 - T. Curral Falso,regular,,10.348,10.041,116.0,8,0,15.0,4.0,66,66,3928,39946.0,Anexo I.2 p.53
A2,2027-05-01,,util,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,12,0,15.0,4.0,67,67,3972,86844.0,Anexo I.2 p.53
A2,2027-05-01,,util,828,T. Curral Falso - T. Pingo D'Água,regular,,18.842,16.889,179.0,12,0,15.0,4.0,73,73,4260,75560.0,Anexo I.2 p.53
A2,2027-05-01,,util,840,São Fernando - C. Grande,regular,,21.696,22.085,176.0,12,0,15.0,4.0,75,75,4428,96616.0,Anexo I.2 p.53
A2,2027-05-01,,util,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,11,0,15.0,4.0,81,81,4684,94668.0,Anexo I.2 p.53
A2,2027-05-01,,util,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,150.0,11,0,15.0,4.0,68,68,3920,71076.0,Anexo I.2 p.54
A2,2027-05-01,,util,858,São Fernando - Comunidade do Aço,regular,,12.13,13.227,122.0,9,0,15.0,4.0,71,71,4260,54010.0,Anexo I.2 p.54
A2,2027-05-01,,util,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,10,0,15.0,4.0,77,77,4484,88419.0,Anexo I.2 p.54
A2,2027-05-01,,util,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,8,0,15.0,4.0,73,73,4292,59292.0,Anexo I.2 p.54
A2,2027-05-01,,util,873,Paciência - C. Grande,regular,,13.763,14.347,121.0,9,0,15.0,4.0,73,73,4276,59762.0,Anexo I.2 p.54
A2,2027-05-01,,util,874,Sepetiba - Santa Cruz,regular,,12.383,12.556,115.0,8,0,15.0,4.0,80,80,4600,56858.0,Anexo I.2 p.54
A2,2027-05-01,,util,889,Santa Cruz - São Benedito,regular,,11.601,0.0,56.0,4,0,15.0,4.0,87,0,2490,28594.0,Anexo I.2 p.54
A2,2027-05-01,,util,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,5,0,15.0,4.0,75,0,2222,31119.0,Anexo I.2 p.54
A2,2027-05-01,,util,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,16,0,15.0,4.0,76,76,4424,138124.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN813,Manguariba - Santa Veridiana,noturno,,17.361,17.312,116.0,0,2,60.0,1.0,4,4,240,4161.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,4,40.0,2.0,5,5,300,6508.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN828,T. Curral Falso - T. Pingo D'Água,noturno,,18.84,16.891,160.0,0,4,45.0,1.0,5,5,300,5360.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN840,São Fernando - C. Grande,noturno,,21.696,22.083,137.0,0,5,30.0,2.0,6,6,360,7880.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN892,Santa Cruz - São Benedito,noturno,,14.058,0.0,58.0,0,2,30.0,2.0,4,0,120,1687.0,Anexo I.2 p.54
A2,2027-05-01,,util,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,7,30.0,2.0,6,6,360,11325.0,Anexo I.2 p.54
A2,2027-05-01,,sabado,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,237.0,15,0,13.0,5.0,71,71,4420,108992.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,807,Jesuítas - T. Curral Falso,regular,,11.83,15.672,130.0,9,0,15.0,4.0,68,68,4104,56088.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,137.0,8,0,15.0,4.0,68,68,4376,57485.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,811,Santa Cruz - Dist. Industrial,regular,,13.822,14.136,125.0,3,0,40.0,2.0,28,28,2780,37813.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,813,Manguariba - Santa Veridiana,regular,,17.362,17.313,147.0,10,0,15.0,4.0,63,63,3784,64783.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,814,Lote 14 - T. Curral Falso,regular,,10.348,10.041,116.0,8,0,15.0,4.0,66,66,3928,39946.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,12,0,15.0,4.0,67,67,3972,86844.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,828,T. Curral Falso - T. Pingo D'Água,regular,,18.842,16.889,179.0,11,0,15.0,4.0,70,70,4260,75560.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,840,São Fernando - C. Grande,regular,,21.696,22.085,176.0,12,0,15.0,4.0,71,71,4428,96616.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,10,0,15.0,4.0,72,72,4684,94668.0,Anexo I.2 p.55
A2,2027-05-01,,sabado,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,150.0,9,0,18.0,3.0,59,59,3920,71076.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,858,São Fernando - Comunidade do Aço,regular,,12.13,13.227,122.0,7,0,15.0,4.0,71,71,4260,54010.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,9,0,15.0,4.0,70,70,4484,88419.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,8,0,15.0,4.0,73,73,4292,59292.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,873,Paciência - C. Grande,regular,,13.763,14.347,121.0,9,0,15.0,4.0,69,69,4276,59762.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,874,Sepetiba - Santa Cruz,regular,,12.383,12.556,115.0,8,0,15.0,4.0,69,69,4600,56858.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,889,Santa Cruz - São Benedito,regular,,11.601,0.0,56.0,4,0,15.0,4.0,75,0,2490,28594.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,5,0,15.0,4.0,75,0,2222,31119.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,15,0,15.0,4.0,72,72,4424,138124.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN813,Manguariba - Santa Veridiana,noturno,,17.361,17.312,116.0,0,2,60.0,1.0,4,4,240,4161.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,4,40.0,2.0,5,5,300,6508.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN828,T. Curral Falso - T. Pingo D'Água,noturno,,18.84,16.891,160.0,0,4,45.0,1.0,5,5,300,5360.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN840,São Fernando - C. Grande,noturno,,21.696,22.083,137.0,0,5,30.0,2.0,6,6,360,7880.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN892,Santa Cruz - São Benedito,noturno,,14.058,0.0,58.0,0,2,30.0,2.0,4,0,120,1687.0,Anexo I.2 p.56
A2,2027-05-01,,sabado,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,7,25.0,2.0,6,6,360,11325.0,Anexo I.2 p.56
A2,2027-05-01,,domingo,804,C. Grande - T. Curral Falso,regular,,23.955,25.551,237.0,14,0,13.0,5.0,69,69,4420,108992.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,807,Jesuítas - T. Curral Falso,regular,,11.83,15.672,130.0,6,0,18.0,3.0,60,60,4104,56088.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,809,Aterrado do Leme - Conjunto Liberdade,regular,,11.413,15.107,137.0,7,0,18.0,3.0,61,61,4376,57485.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,811,Santa Cruz - Dist. Industrial,regular,,13.822,14.136,125.0,3,0,40.0,2.0,28,28,2780,37813.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,813,Manguariba - Santa Veridiana,regular,,17.362,17.313,147.0,7,0,18.0,3.0,47,47,3784,64783.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,814,Lote 14 - T. Curral Falso,regular,,10.348,10.041,116.0,6,0,15.0,4.0,62,62,3928,39946.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,825,Jesuítas - C. Grande,regular,,22.628,21.259,173.0,9,0,18.0,3.0,61,61,3972,86844.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,828,T. Curral Falso - T. Pingo D'Água,regular,,18.842,16.889,179.0,11,0,15.0,4.0,61,61,4260,75560.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,840,São Fernando - C. Grande,regular,,21.696,22.085,176.0,12,0,15.0,4.0,70,70,4428,96616.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,842,Paciência - C. Grande,regular,,19.402,21.338,162.0,11,0,15.0,4.0,68,68,4684,94668.0,Anexo I.2 p.57
A2,2027-05-01,,domingo,849,Base Aérea de Santa Cruz - C. Grande,regular,,17.829,18.731,150.0,7,0,20.0,3.0,57,57,3920,71076.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,858,São Fernando - Comunidade do Aço,regular,,12.13,13.227,122.0,10,0,15.0,4.0,71,71,4260,54010.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,868,Urucânia - C. Grande,regular,,19.036,20.651,150.0,10,0,15.0,4.0,67,67,4484,88419.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,870,Sepetiba - Santa Cruz,regular,,13.858,13.942,120.0,6,0,20.0,3.0,62,62,4292,59292.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,873,Paciência - C. Grande,regular,,13.763,14.347,121.0,9,0,15.0,4.0,64,64,4276,59762.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,874,Sepetiba - Santa Cruz,regular,,12.383,12.556,115.0,6,0,18.0,3.0,66,66,4600,56858.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,889,Santa Cruz - São Benedito,regular,,11.601,0.0,56.0,4,0,15.0,4.0,69,0,2490,28594.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,892,Santa Cruz - São Benedito,regular,,14.058,0.0,65.0,7,0,15.0,4.0,68,0,2222,31119.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,898,Sepetiba - C. Grande,regular,,30.262,32.659,235.0,14,0,15.0,4.0,63,63,4424,138124.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN813,Manguariba - Santa Veridiana,noturno,,17.361,17.312,116.0,0,2,60.0,1.0,4,4,240,4161.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN825,Jesuítas - C. Grande,noturno,,22.714,20.672,129.0,0,4,40.0,2.0,5,5,300,6508.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN828,T. Curral Falso - T. Pingo D'Água,noturno,,18.84,16.891,160.0,0,4,45.0,1.0,5,5,300,5360.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN840,São Fernando - C. Grande,noturno,,21.696,22.083,137.0,0,5,30.0,2.0,6,6,360,7880.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN892,Santa Cruz - São Benedito,noturno,,14.058,0.0,58.0,0,2,30.0,2.0,4,0,120,1687.0,Anexo I.2 p.58
A2,2027-05-01,,domingo,SN898,Sepetiba - C. Grande,noturno,,30.262,32.657,184.0,0,3,25.0,2.0,6,6,360,11325.0,Anexo I.2 p.58
A0,2026-07-01,2026-07-31,util,006,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,007,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,010,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,014,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,100,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,104,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,107,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,109,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,117,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,133,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,157,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,160,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,161,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,162,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,165,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,167,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,169,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,201,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,202,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,209,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,210,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,217,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,220,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,229,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,232,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,238,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,239,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,247,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,249,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,254,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,265,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,275,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,277,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,292,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
